user_id,user_type,hdyhau,plan_name,created_at,plan_started_at,plan_canceled_at,trial_started_at,trial_ended_at,converted_from_trial
187,student,search,free,2025-08-25 04:45:07.738170,,,,,
188,student,friend,free,2025-08-10 23:55:58.074598,,,,,
189,student,chatgpt,free,2025-08-11 06:04:02.280784,,,,,
190,student,friend,free,2025-08-23 01:23:56.347055,,,,,
191,student,friend,free,2025-08-29 11:36:15.122729,,,,,
192,teacher,friend,free,2025-08-01 23:16:29.729672,,,,,
193,professional,social_media,free,2025-08-18 15:29:36.986661,,,,,
194,teacher,search,free,2025-08-01 03:31:39.342034,,,,,
195,student,search,free,2025-08-24 23:03:54.727444,,,,,
196,teacher,friend,free,2025-08-29 11:34:56.076136,,,,,
197,professional,friend,free,2025-08-26 04:59:25.178685,,,,,
198,student,friend,free,2025-08-07 16:58:06.877736,,,,,
199,student,friend,free,2025-08-11 17:46:48.084164,,,,,
200,professional,search,free,2025-08-23 11:32:10.281384,,,,,
201,student,friend,free,2025-08-19 09:48:35.146009,2025-09-21 09:42:28.010449,2025-09-21 20:40:34.193694,2025-09-14 14:37:01.162244,2025-09-21 14:37:01.162244,True
202,teacher,friend,free,2025-08-22 11:39:46.098393,,,,,
203,professional,friend,free,2025-08-01 02:58:53.964510,,,,,
204,professional,search,free,2025-08-04 22:25:15.551519,,,,,
205,student,friend,free,2025-08-20 06:36:47.150987,,,,,
206,professional,social_media,free,2025-08-10 03:17:52.014719,,,,,
207,professional,friend,free,2025-08-19 11:12:39.178404,,,,,
208,teacher,social_media,free,2025-08-08 20:43:34.760711,,,,,
209,professional,social_media,free,2025-08-23 11:58:20.663852,,,,,
210,teacher,friend,premium,2025-08-31 11:39:43.312922,2025-09-12 04:29:31.199039,,,,False
211,student,friend,free,2025-08-17 03:03:03.691346,,,,,
212,teacher,friend,free,2025-08-28 13:54:14.870159,,,,,
213,student,friend,free,2025-08-30 19:23:33.566213,,,,,
214,student,chatgpt,free,2025-08-27 15:04:58.834735,,,,,
215,student,search,free,2025-08-23 17:43:12.018886,,,,,
216,professional,search,free,2025-08-17 00:39:44.476558,,,,,
217,professional,chatgpt,free,2025-08-04 05:50:00.970667,,,,,
218,professional,friend,free,2025-08-04 02:17:51.558965,,,,,
219,professional,friend,free,2025-08-31 08:32:34.279697,,,,,
220,student,friend,free,2025-08-28 12:21:09.515835,,,,,
221,teacher,friend,free,2025-08-19 00:15:21.357657,,,,,
222,student,friend,free,2025-08-15 11:55:27.195708,,,,,
223,teacher,friend,free,2025-08-05 01:32:41.392293,,,,,
224,student,chatgpt,free,2025-08-11 12:34:16.877395,,,,,
225,student,search,free,2025-08-24 08:36:25.868035,,,,,
226,teacher,friend,free,2025-08-07 06:21:12.569359,,,,,
227,student,friend,free,2025-08-09 01:01:23.407627,,,,,
228,student,social_media,free,2025-08-30 17:44:34.800575,,,,,
229,professional,search,free,2025-08-10 03:18:42.251767,,,2025-09-11 20:11:04.938427,2025-09-18 20:11:04.938427,
230,professional,chatgpt,free,2025-08-28 22:49:16.638950,,,,,
231,student,friend,free,2025-08-03 05:26:08.349301,,,,,
232,teacher,search,free,2025-08-04 00:09:05.480131,,,,,
233,student,friend,free,2025-08-06 02:59:29.683196,,,,,
234,student,search,free,2025-08-19 02:39:55.316160,,,,,
235,student,search,free,2025-08-24 13:27:03.340304,,,,,
236,professional,friend,free,2025-08-30 04:30:16.732348,,,,,
237,student,friend,free,2025-08-27 05:46:47.264526,,,,,
238,professional,friend,free,2025-08-14 22:41:42.699111,,,,,
239,teacher,friend,free,2025-08-28 02:41:01.180014,,,,,
240,professional,friend,free,2025-08-08 14:07:42.704955,,,,,
241,student,social_media,free,2025-08-25 02:21:16.800418,,,,,
242,student,friend,free,2025-08-17 15:12:23.230997,,,,,
243,professional,friend,free,2025-08-30 12:28:24.686671,,,,,
244,student,social_media,free,2025-08-06 01:42:04.145682,,,,,
245,professional,friend,free,2025-08-01 22:21:38.153699,,,,,
246,student,social_media,free,2025-08-10 23:13:13.642853,,,,,
247,professional,chatgpt,free,2025-08-06 19:18:20.602019,,,,,
248,student,friend,free,2025-08-23 23:45:39.890693,,,,,
249,professional,friend,free,2025-08-02 13:16:45.707578,,,,,
250,student,search,free,2025-08-24 06:37:25.314542,,,,,
251,student,social_media,free,2025-08-14 13:51:50.914472,,,,,
252,student,friend,free,2025-08-09 16:59:12.599270,,,,,
253,professional,friend,free,2025-08-20 14:25:05.654137,,,,,
254,student,search,free,2025-08-10 21:27:08.436002,,,,,
255,professional,friend,free,2025-08-19 14:10:23.443733,,,,,
256,professional,social_media,free,2025-08-06 11:51:47.389311,,,,,
257,professional,search,free,2025-08-28 16:00:38.135571,,,2025-09-04 03:54:39.552369,2025-09-11 03:54:39.552369,
258,student,social_media,free,2025-08-17 11:22:18.221568,,,,,
259,student,search,free,2025-08-12 08:33:12.606214,,,,,
260,professional,social_media,premium,2025-08-23 07:31:04.822019,2025-09-02 11:30:44.067888,,,,False
261,student,friend,free,2025-08-21 01:25:16.457075,,,,,
262,student,friend,free,2025-08-14 15:23:49.769843,,,,,
263,student,social_media,free,2025-08-21 07:42:18.054860,,,,,
264,professional,search,free,2025-08-07 03:10:13.697089,,,,,
265,student,friend,free,2025-08-05 00:14:45.203420,,,,,
266,professional,social_media,free,2025-08-09 18:56:21.737739,,,,,
267,teacher,chatgpt,free,2025-08-22 17:50:05.224179,,,,,
268,student,social_media,free,2025-08-08 21:47:58.148957,,,,,
269,student,friend,free,2025-08-22 05:57:28.921859,,,2025-09-05 20:21:53.876731,2025-09-12 20:21:53.876731,
270,professional,friend,free,2025-08-19 22:00:32.576943,,,,,
271,teacher,friend,free,2025-08-17 21:08:37.895479,,,,,
272,professional,chatgpt,free,2025-08-08 13:41:18.429846,,,,,
273,professional,search,free,2025-08-31 07:47:01.769155,,,,,
274,student,friend,free,2025-08-15 21:34:18.998108,,,,,
275,student,social_media,free,2025-08-08 23:48:33.786738,,,2025-09-14 13:22:07.169706,2025-09-21 13:22:07.169706,
276,student,search,free,2025-08-26 07:08:43.619215,,,,,
277,professional,search,free,2025-08-11 10:04:50.171579,,,,,
278,student,search,free,2025-08-05 06:55:00.443070,,,,,
279,student,friend,free,2025-08-31 22:57:54.726398,,,,,
280,professional,social_media,free,2025-08-14 02:33:47.987893,,,,,
281,professional,friend,free,2025-08-03 03:48:45.411406,,,,,
282,student,social_media,free,2025-08-28 10:19:38.836133,,,,,
283,teacher,social_media,free,2025-08-14 03:04:49.641615,,,,,
284,professional,chatgpt,free,2025-08-21 05:35:55.497987,,,2025-09-06 11:56:18.907354,2025-09-13 11:56:18.907354,
285,professional,search,free,2025-08-03 22:49:41.139317,,,,,
286,student,friend,premium,2025-08-15 07:08:21.418618,2025-09-03 09:08:30.972090,,,,False
287,professional,search,free,2025-08-11 22:52:59.329134,,,,,
288,professional,friend,free,2025-08-13 21:59:57.792484,,,,,
289,professional,friend,free,2025-08-28 16:24:53.389695,,,,,
290,student,social_media,free,2025-08-05 18:13:22.604746,,,,,
291,student,search,free,2025-08-14 12:37:10.105008,,,,,
292,student,search,free,2025-08-21 05:16:46.120901,,,,,
293,teacher,search,free,2025-08-27 16:26:08.466944,,,,,
294,student,friend,free,2025-08-26 09:29:04.137501,,,,,
295,professional,social_media,free,2025-08-24 07:43:57.012090,,,,,
296,student,friend,free,2025-08-12 09:43:14.616946,,,,,
297,student,friend,free,2025-08-03 15:58:15.040555,,,,,
298,student,chatgpt,free,2025-08-13 08:29:19.741807,,,2025-09-09 13:45:52.418909,2025-09-16 13:45:52.418909,
299,professional,search,free,2025-08-13 04:19:51.651547,,,2025-09-10 06:16:04.068722,2025-09-17 06:16:04.068722,
300,teacher,friend,free,2025-08-06 23:04:17.946427,,,2025-09-03 00:30:58.085463,2025-09-10 00:30:58.085463,
301,professional,social_media,free,2025-08-18 13:25:00.504708,,,,,
302,student,friend,free,2025-08-23 00:38:10.265303,,,,,
303,professional,friend,free,2025-08-09 01:34:38.320686,,,,,
304,student,friend,free,2025-08-18 09:32:59.303814,,,,,
305,teacher,social_media,free,2025-08-10 18:10:25.063613,,,,,
306,professional,friend,free,2025-08-01 00:47:39.097249,,,,,
307,student,friend,free,2025-08-28 14:21:22.105084,,,,,
308,teacher,friend,free,2025-08-02 20:15:29.096857,,,,,
309,student,friend,free,2025-08-22 01:34:04.461938,,,,,
310,student,friend,free,2025-08-07 09:59:48.844597,,,,,
311,student,friend,free,2025-08-27 16:02:58.143767,,,,,
312,student,friend,free,2025-08-02 17:07:16.209538,,,,,
313,student,chatgpt,free,2025-08-28 12:56:37.141118,,,,,
314,student,social_media,free,2025-08-04 13:48:10.216510,,,,,
315,teacher,search,premium,2025-08-24 09:10:40.071338,2025-09-01 11:00:36.815338,,,,False
316,student,friend,free,2025-08-02 08:51:58.551551,,,2025-09-08 23:03:43.334187,2025-09-15 23:03:43.334187,
317,student,search,free,2025-08-18 21:11:03.814379,,,,,
318,professional,friend,premium,2025-08-16 10:59:15.663714,2025-09-14 16:13:32.929423,,2025-09-08 03:10:27.528853,2025-09-15 03:10:27.528853,True
319,student,friend,premium,2025-08-19 03:03:21.054440,2025-09-07 13:04:48.071897,,,,False
320,professional,friend,free,2025-08-06 23:44:48.977629,,,,,
321,student,friend,free,2025-08-12 02:51:08.846156,,,,,
322,student,chatgpt,free,2025-08-29 17:30:58.211395,,,,,
323,teacher,friend,free,2025-08-18 14:32:34.474845,,,,,
324,student,friend,free,2025-08-18 04:28:21.789821,,,,,
325,professional,friend,free,2025-08-03 22:24:43.060639,,,,,
326,teacher,friend,free,2025-08-13 01:29:16.243044,,,,,
327,teacher,chatgpt,free,2025-08-26 15:07:53.192955,,,,,
328,student,chatgpt,free,2025-08-02 15:06:59.479905,,,,,
329,student,friend,free,2025-08-18 22:45:32.823314,,,,,
330,professional,friend,free,2025-08-18 10:37:29.445579,,,2025-09-06 06:05:36.535750,2025-09-13 06:05:36.535750,
331,student,friend,free,2025-08-16 09:20:04.088548,,,,,
332,student,search,free,2025-08-11 06:03:09.582457,,,,,
333,student,search,free,2025-08-05 23:28:39.575839,,,,,
334,professional,chatgpt,premium,2025-08-30 22:16:09.124390,2025-09-17 03:00:10.577519,2025-10-27 11:29:22.250579,2025-09-10 22:23:23.097058,2025-09-17 22:23:23.097058,True
335,student,friend,free,2025-08-28 05:20:29.184050,,,2025-09-10 19:40:07.160974,2025-09-17 19:40:07.160974,
336,teacher,friend,free,2025-08-26 03:21:22.226397,,,,,
337,student,friend,premium,2025-08-14 04:11:04.361589,2025-09-07 14:13:59.368548,,,,False
338,student,search,free,2025-08-25 15:17:39.100915,,,,,
339,student,social_media,free,2025-08-01 17:50:02.176276,,,,,
340,teacher,friend,free,2025-08-22 09:27:14.849512,,,,,
341,student,friend,free,2025-08-20 04:19:25.043135,,,,,
342,student,friend,free,2025-08-17 04:33:16.272191,,,,,
343,student,chatgpt,free,2025-08-04 00:01:36.207088,,,,,
344,student,chatgpt,free,2025-08-26 01:52:23.374384,,,,,
345,student,friend,free,2025-08-20 15:52:12.873702,,,2025-09-09 04:43:30.507045,2025-09-16 04:43:30.507045,
346,professional,chatgpt,free,2025-08-17 13:44:34.117652,,,,,
347,student,chatgpt,free,2025-08-10 08:30:46.717196,,,2025-09-10 04:12:35.428909,2025-09-17 04:12:35.428909,
348,student,search,free,2025-08-30 00:17:24.258952,,,,,
349,teacher,friend,free,2025-08-26 21:01:20.173426,,,,,
350,student,social_media,free,2025-08-29 09:18:50.111597,,,,,
351,student,friend,free,2025-08-31 00:45:05.248783,,,,,
352,student,chatgpt,free,2025-08-09 20:49:08.807202,,,,,
353,professional,chatgpt,premium,2025-08-26 17:32:02.539440,2025-09-12 20:00:21.331196,,2025-09-06 19:40:39.303804,2025-09-13 19:40:39.303804,True
354,teacher,search,free,2025-08-04 22:26:23.264854,,,,,
355,professional,chatgpt,free,2025-08-28 20:47:50.651095,,,,,
356,student,friend,free,2025-08-15 03:33:51.636600,,,,,
357,professional,friend,free,2025-08-03 18:46:34.975544,,,,,
358,teacher,chatgpt,free,2025-08-14 19:52:41.190325,,,,,
359,professional,friend,free,2025-08-05 21:11:50.359861,,,,,
360,professional,social_media,free,2025-08-07 18:42:57.180620,,,,,
361,student,friend,free,2025-08-02 12:32:36.647902,,,,,
362,teacher,chatgpt,free,2025-08-18 15:00:56.555293,,,,,
363,professional,social_media,free,2025-08-25 19:38:02.369029,,,,,
364,student,friend,free,2025-08-11 18:50:17.089886,,,,,
365,professional,friend,free,2025-08-30 07:35:44.931353,,,,,
366,student,friend,free,2025-08-17 18:06:52.231833,,,,,
367,student,friend,free,2025-08-21 20:36:09.859471,,,,,
368,student,chatgpt,free,2025-08-06 05:38:29.385782,,,,,
369,student,social_media,free,2025-08-17 02:32:41.124027,,,,,
370,student,friend,free,2025-08-31 20:08:31.214140,,,,,
371,teacher,friend,free,2025-08-19 09:09:34.447915,,,,,
372,student,chatgpt,free,2025-08-02 13:49:12.293649,,,,,
373,professional,friend,free,2025-08-15 17:49:02.570826,,,,,
374,teacher,friend,free,2025-08-25 05:37:37.294465,,,,,
375,teacher,friend,free,2025-08-20 13:30:45.051123,,,,,
376,student,friend,free,2025-08-30 18:40:35.159791,,,,,
377,student,friend,premium,2025-08-23 20:00:36.636028,2025-09-02 10:13:43.879092,,,,False
378,teacher,friend,free,2025-08-05 01:34:45.873989,,,,,
379,student,friend,free,2025-08-28 17:38:51.141499,,,,,
380,student,friend,free,2025-08-05 18:53:26.644535,,,,,
381,professional,search,free,2025-08-28 08:49:19.113240,,,,,
382,student,friend,free,2025-08-12 02:06:56.802597,,,,,
383,teacher,friend,free,2025-08-10 13:23:59.345134,,,,,
384,student,friend,free,2025-08-22 20:32:26.816542,,,,,
385,student,search,free,2025-08-24 04:30:16.013396,,,,,
386,student,friend,free,2025-08-08 11:07:12.785187,,,,,
387,professional,friend,free,2025-08-13 03:41:33.171978,,,,,
388,student,friend,free,2025-08-10 17:30:06.880577,,,,,
389,student,friend,free,2025-08-10 09:24:20.158913,,,,,
390,student,chatgpt,free,2025-08-24 15:47:14.900778,,,,,
391,professional,social_media,free,2025-08-31 23:07:44.301805,,,,,
